ID,Survey Date,Stream,Distance [Station],Sighting,Status,Species,Size,Redd,Gravel,Life Stage,Sex,Adipose Fin?,Carcass Age,Spawning Success,Predation,Notes
111117020,11/11/2017,Piper's Creek,500,F,D,Ch,24.0 x 5.0,-,-,A,M,Y,48,S,S,
111117021,11/11/2017,Piper's Creek,500,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117022,11/11/2017,Piper's Creek,525,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117023,11/11/2017,Piper's Creek,525,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117024,11/11/2017,Piper's Creek,525,F,D,Ch,U,-,-,A,M,Y,48,Unk,S,
111117025,11/11/2017,Piper's Creek,550,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117026,11/11/2017,Piper's Creek,550,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117027,11/11/2017,Piper's Creek,575,F,D,Co,22.0 x 4.0,-,-,2 ?,F,N,48,S,S,White gums/spots above lat. line
111117028,11/11/2017,Piper's Creek,575,F,L,U,U,-,-,A,U,-,-,Unk,-,
111117029,11/11/2017,Piper's Creek,700,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117030,11/11/2017,Piper's Creek,700,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117031,11/11/2017,Piper's Creek,700,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117032,11/11/2017,Piper's Creek,700,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117033,11/11/2017,Piper's Creek,700,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117034,11/11/2017,Piper's Creek,700,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117035,11/11/2017,Piper's Creek,700,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117036,11/11/2017,Piper's Creek,800,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117037,11/11/2017,Piper's Creek,800,F,D,Co,21.0 x 4.0,-,-,2 ?,U,N,48,S,-,
111117038,11/11/2017,Piper's Creek,800,F,D,Co,22.0 x 4.0,-,-,2 ?,U,N,48,S,-,
111117039,11/11/2017,Piper's Creek,825,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117040,11/11/2017,Piper's Creek,825,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117041,11/11/2017,Piper's Creek,825,F,D,Ch,26.0 x 3.5,-,-,A,F,Y,48,S,-,
111117042,11/11/2017,Piper's Creek,825,F,D,Ch,28.0 x 5.0,-,-,A,M,Y,12,P,S,
111117043,11/11/2017,Piper's Creek,825,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117044,11/11/2017,Piper's Creek,850,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117045,11/11/2017,Piper's Creek,850,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117046,11/11/2017,Piper's Creek,850,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117047,11/11/2017,Piper's Creek,875,F,D,Ch,23.0 x 5.0,-,-,A,F,Y,48,S,S,Eyes only (3 visitors)
111117048,11/11/2017,Piper's Creek,875,F,D,Ch,23.0 x 4.0,-,-,A,F,Y,48,S,S,Eyes only
111117049,11/11/2017,Piper's Creek,925,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117050,11/11/2017,Piper's Creek,925,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117051,11/11/2017,Piper's Creek,925,F,L,U,U,-,-,A,U,-,-,Unk,-,
111117052,11/11/2017,Piper's Creek,975,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117053,11/11/2017,Piper's Creek,975,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117054,11/11/2017,Piper's Creek,975,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117055,11/11/2017,Piper's Creek,975,F,D,Ch,28.0 x 5.0,-,-,A,M,Y,72,S,S,
111117056,11/11/2017,Piper's Creek,1025,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117057,11/11/2017,Piper's Creek,1072,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117058,11/11/2017,Piper's Creek,1025,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117059,11/11/2017,Piper's Creek,1125,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117060,11/11/2017,Piper's Creek,1150,F,D,Ch,U,-,-,A,F,Y,-,Unk,-,
111117061,11/11/2017,Piper's Creek,1150,F,D,Co,15.0 x 3.5,-,-,2 ?,M,Y,12,Unk,-,2 ft off channel on bank
111117062,11/11/2017,Piper's Creek,1175,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117063,11/11/2017,Piper's Creek,1175,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117064,11/11/2017,Piper's Creek,1175,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117065,11/11/2017,Piper's Creek,1175,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117066,11/11/2017,Piper's Creek,1175,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117067,11/11/2017,Piper's Creek,1175,F,D,Co,24.0 x 4.0,-,-,A,M,-,72,S,S,
111117068,11/11/2017,Piper's Creek,1175,F,D,Ch,U,-,-,A,F,-,48,Uns,-,
111117069,11/11/2017,Piper's Creek,1225,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117070,11/11/2017,Piper's Creek,1230,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117071,11/11/2017,Piper's Creek,1230,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117072,11/11/2017,Piper's Creek,1230,F,L,Ch,U,-,-,A,F,-,-,Unk,-,
111117073,11/11/2017,Piper's Creek,1290,F,D,Co,14.0 x 3.0,-,-,A 2?,M,N,24,Uns,S,
111117074,11/11/2017,Piper's Creek,1325,F,L,Co,U,-,-,A,M,-,-,Unk,-,
111117075,11/11/2017,Piper's Creek,1325,F,L,Co,U,-,-,A,M,-,-,Unk,-,
111117076,11/11/2017,Piper's Creek,1450,F,L,U,U,-,-,A,U,-,-,Unk,-,
111117077,11/11/2017,Piper's Creek,1450,F,L,U,U,-,-,A,U,-,-,Unk,-,
111117078,11/11/2017,Piper's Creek,1450,F,L,U,U,-,-,A,U,-,-,Unk,-,
111117079,11/11/2017,Piper's Creek,1450,F,D,Ch,24.0 x 4.0,-,-,A,F,Y,24,P,S,Eyes only
111117080,11/11/2017,Piper's Creek,1460,F,D,Ch,28.0 x 6.0,-,-,A,M,Y,42,P,P No S,Group @ 1460ft showed signs
111117081,11/11/2017,Piper's Creek,1460,F,D,Ch,30.0 x 5.0,-,-,A,M,Y,16,Uns,P & S,Of teeth punctures on flanks
111117082,11/11/2017,Piper's Creek,1460,F,D,Ch,26.0 x 5.0,-,-,A,F,Y,16,Uns,P & S,Eyes only (10-30’ on the bank)
111117083,11/11/2017,Piper's Creek,1460,F,D,Ch,29.0 x 5.5,-,-,A,M,Y,24,P,P & S,Eyes only (10-30’ on the bank)
111117084,11/11/2017,Piper's Creek,1460,F,D,Ch,28.0 x 6.0,-,-,A,F,Y,12,Uns,P No S,(10-30’ on the bank)
111117085,11/11/2017,Piper's Creek,1460,F,D,Ch,26.0 x 6.0,-,-,A,M,Y,1,S,P No S,(10-30’ on the bank)
111117086,11/11/2017,Piper's Creek,1460,F,D,Ch,27.0 x 5.5,-,-,A,M,Y,48,S,P & S,slight (10-30’ on the bank)
111117087,11/11/2017,Piper's Creek,1460,F,D,Ch,24.5 x 5.0,-,-,A,F,Y,48,Uns,P & S,(10-30’ on the bank)
111117088,11/11/2017,Piper's Creek,1460,F,D,Co,29.0 x 7.0,-,-,A,M,N,48,S,P & S,heavy (10-30’ on the bank)
111117089,11/11/2017,Piper's Creek,1475,F,D,Ch,30.0 x 6.5,-,-,A,M,Y,2,S,-,10ft off channel
111117090,11/11/2017,Piper's Creek,1490,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117091,11/11/2017,Piper's Creek,1500,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117092,11/11/2017,Piper's Creek,1500,F,L,Ch,U,-,-,A,M,-,-,Unk,-,
111117093,11/11/2017,Piper's Creek,1525,F,R,Un,-,-,-,A,U,Y,-,Unk,S,Headless – 40ft off channel
111117094,11/11/2017,Piper's Creek,1525,F,R,Ch,-,-,-,A,F,Y,-,Uns,S,40ft off channel
111117095,11/11/2017,Piper's Creek,1550,F,D,Ch,28.0 x 5.5,-,-,A,M,Y,24,P,S,5ft off channel
111117096,11/11/2017,Piper's Creek,1575,F,D,Ch,26.0 x 6.0,-,-,A,F,Y,12,Uns,S,40ft off channel
111117097,11/11/2017,Piper's Creek,1575,F,D,Ch,U,-,-,A,F,Y,12,Uns,S,40ft off channel
111117098,11/11/2017,Piper's Creek,1575,F,D,Ch,U,-,-,A,M,Y,12,Uns,S,40ft off channel
111117099,11/11/2017,Piper's Creek,1650,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117100,11/11/2017,Piper's Creek,1650,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117101,11/11/2017,Piper's Creek,1700,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117102,11/11/2017,Piper's Creek,1700,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117103,11/11/2017,Piper's Creek,1700,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117104,11/11/2017,Piper's Creek,1700,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117105,11/11/2017,Piper's Creek,1700,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117106,11/11/2017,Piper's Creek,1700,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117107,11/11/2017,Piper's Creek,1725,F,D,Ch,22.0 5.0,-,-,A,F,Y,36,Uns,S,
111117108,11/11/2017,Piper's Creek,1750,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117109,11/11/2017,Piper's Creek,1750,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117110,11/11/2017,Piper's Creek,1750,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117111,11/11/2017,Piper's Creek,1750,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117112,11/11/2017,Piper's Creek,1800,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117113,11/11/2017,Piper's Creek,1800,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117114,11/11/2017,Piper's Creek,1800,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117115,11/11/2017,Piper's Creek,1800,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117116,11/11/2017,Piper's Creek,1800,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117117,11/11/2017,Piper's Creek,1800,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117118,11/11/2017,Piper's Creek,1900,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117119,11/11/2017,Piper's Creek,1900,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117120,11/11/2017,Piper's Creek,1900,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117121,11/11/2017,Piper's Creek,1900,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117122,11/11/2017,Piper's Creek,1920,F,D,Ch,30.0 x 6.5,-,-,A,M,Y,24,S,S,
111117123,11/11/2017,Piper's Creek,1920,F,R,Ch,U,-,-,A,M,Y,48,Uns,S,
111117124,11/11/2017,Piper's Creek,1920,F,D,Co,U,-,-,A,U,-,-,Unk,S,
111117125,11/11/2017,Piper's Creek,1930,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117126,11/11/2017,Piper's Creek,1930,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117127,11/11/2017,Piper's Creek,1930,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117128,11/11/2017,Piper's Creek,2065,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117129,11/11/2017,Piper's Creek,2065,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111117130,11/11/2017,Piper's Creek,2065,F,L,Ch,U,-,-,A,U,-,-,Unk,-,
111817001,11/18/2017,Piper's Creek,Beach,F,R,Co,21.0x4.0,,,A,U,N,72,Unk,U,edge of beach
111817002,11/18/2017,Piper's Creek,Beach,F,R,Ch,U,,,A,F,Y,72,Unk,U,
111817003,11/18/2017,Piper's Creek,Beach,F,R,Ch,27.0x5.5,,,A,M,Y,120,S,Y/S,
111817004,11/18/2017,Piper's Creek,Beach,F,R,Ch,U,,,A,M,Y,U,Unk,U,
111817005,11/18/2017,Piper's Creek,Beach,F,D,Ch,29.0x5.0,,,A,M,Y,72,S,Y/S,Near railroad culvert
111817006,11/18/2017,Piper's Creek,Beach,F,D,Ch,29.0x5.5,,,A,M,Y,48,P,Y/S,
111817007,11/18/2017,Piper's Creek,Beach,F,R,Ch,29.0x4.5,,,A,F,Y,48,Unk,Y/S,
111817008,11/18/2017,Piper's Creek,Beach,F,D,Ch,28.0x6.0,,,A,M,Y,72,P,Y/S,
111817009,11/18/2017,Piper's Creek,Beach,F,D,Ch,31.0x6.5,,,A,M,Y,96,S,Y/S,
111817010,11/18/2017,Piper's Creek,Beach,F,D,Ch,31.0x6.5,,,A,M,Y,72,P,Y/S,
111817011,11/18/2017,Piper's Creek,Beach,F,D,Ch,28.0x6.0,,,A,M,Y,96,S,Y/S,
111817012,11/18/2017,Piper's Creek,50,F,L,Ch,U,,,A,F,Y,-,Unk,-,Inside railroad culvert
111817013,11/18/2017,Piper's Creek,50,F,L,Ch,U,,,A,U,Y,-,Unk,-,Inside railroad culvert
111817014,11/18/2017,Piper's Creek,50,F,D,U,28.0x4.5,,,A,M,Y,48,Uns,-,Inside railroad culvert
111817015,11/18/2017,Piper's Creek,50,F,D,Ch,24.0x4.0,,,A,F,Y,48,Unk,Y/S,Inside railroad culvert
111817016,11/18/2017,Piper's Creek,50,F,R,Ch,U,,,A,M,U,U,Unk,Y/S,Inside railroad culvert
111817017,11/18/2017,Piper's Creek,175,F,R,Co,U,,,A,U,U,U,Unk,Y/S,
111817018,11/18/2017,Piper's Creek,200,F,R,Ch,25.0x4.5,,,A,F,U,72,S,Y/S,
111817019,11/18/2017,Piper's Creek,200,F,R,Ch,U,,,A,U,U,U,Unk,U,
111817020,11/18/2017,Piper's Creek,200,F,L,Ch,U,,,A,M,U,-,Unk,-,
111817021,11/18/2017,Piper's Creek,250,F,D,Ch,31.0x6.5,,,A,M,Y,48,S,Y/S,
111817022,11/18/2017,Piper's Creek,250,F,D,Ch,30.0x7.0,,,A,M,Y,120,P,Y/S,
111817023,11/18/2017,Piper's Creek,300,F,L,Ch,U,,,A,F,U,-,Unk,-,
111817024,11/18/2017,Piper's Creek,300,F,D,Ch,U x 5.5,,,A,F,Y,48,S,Y/S,Heavily scavenged
111817025,11/18/2017,Piper's Creek,300,F,D,Ch,28.0x4.5,,,A,F,Y,72,S,Y/S,Heavily scavenged
111817026,11/18/2017,Piper's Creek,310,F,D,Ch,29.0x6.0,,,A,M,Y,24,P,N,
111817027,11/18/2017,Piper's Creek,310,F,D,Ch,U,,,A,F,Y,48,Unk,N,
111817028,11/18/2017,Piper's Creek,310,R,L,Ch,U,,,A,F,-,-,Unk,-,Guarding redd?
111817029,11/18/2017,Piper's Creek,310,R,L,Ch,U,,,A,F,-,-,Unk,-,
111817030,11/18/2017,Piper's Creek,310,R,L,Ch,U,,,A,F,-,-,Unk,-,
111817031,11/18/2017,Piper's Creek,315,F,D,Ch,30.0x5.5,,,A,M,Y,24,S,Y/S,
111817032,11/18/2017,Piper's Creek,475,F,D,Ch,26.0x4.5,,,A,M,Y,24-48,P,Y/S,
111817033,11/18/2017,Piper's Creek,475,F,D,Ch,26.0x4.0,,,A,M,Y,72-96,P,Y/S,
111817034,11/18/2017,Piper's Creek,475,F,D,Ch,28.0x5.5,,,A,M,Y,48-72,S,Y/S,
111817035,11/18/2017,Piper's Creek,475,F,D,Ch,31.0x5.5,,,A,M,Y,24-48,S,N,
111817036,11/18/2017,Piper's Creek,450,F,D,Ch,24.0x4.0,,,A,F,Y,120,Unk,Y/S,
111817037,11/18/2017,Piper's Creek,500,F,L,Ch,U,,,A,F,-,-,Unk,-,
111817038,11/18/2017,Piper's Creek,510,F,D,Ch,26.0x6.0,,,A,M,Y,48,P,N,
111817039,11/18/2017,Piper's Creek,510,F,D,Ch,30.0x6.0,,,A,F,Y,24,P,N,
111817040,11/18/2017,Piper's Creek,510,F,D,Ch,28.0x6.0,,,A,M,Y,96,S,S,
111817041,11/18/2017,Piper's Creek,550,F,D,Co,24.0x4.5,,,A,M,N,24,Uns,N,Clipped adipose
111817042,11/18/2017,Piper's Creek,550,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817043,11/18/2017,Piper's Creek,550,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817044,11/18/2017,Piper's Creek,600,F,L,Ch,-,,,A,M,Y,-,Unk,-,Barely alive
111817045,11/18/2017,Piper's Creek,600,F,D,Ch,26.0x4.5,,,A,F,Y,24,S,Y/S,
111817046,11/18/2017,Piper's Creek,650,F,D,Ch,33.0x7.0,,,A,M,Y,96,S,N,
111817047,11/18/2017,Piper's Creek,650,F,D,Ch,27.0x5.0,,,A,F,Y,24,Unk,N,
111817048,11/18/2017,Piper's Creek,650,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817049,11/18/2017,Piper's Creek,650,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817050,11/18/2017,Piper's Creek,700,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817051,11/18/2017,Piper's Creek,700,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817052,11/18/2017,Piper's Creek,700,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817053,11/18/2017,Piper's Creek,700,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817054,11/18/2017,Piper's Creek,700,F,D,Ch,29.0x5.5,,,A,M,Y,96,S,Y/S,
111817055,11/18/2017,Piper's Creek,700,F,L,Ct,-,,,R,-,-,-,Unk,-,Under car bridge
111817056,11/18/2017,Piper's Creek,720,F,D,Ch,29.0x7.0,,,A,M,Y,24,S,Y/S,
111817057,11/18/2017,Piper's Creek,725,F,L,Ch,-,,,A,-,-,-,Unk,-,Under car bridge
111817058,11/18/2017,Piper's Creek,725,F,L,Ch,-,,,A,-,-,-,Unk,-,Under car bridge
111817059,11/18/2017,Piper's Creek,725,F,L,Ch,-,,,A,-,-,-,Unk,-,Under car bridge
111817060,11/18/2017,Piper's Creek,750,F,L,Co,-,,,A,M,-,-,Unk,-,
111817061,11/18/2017,Piper's Creek,795,F,D,Ch,26.0x5.0,,,A,F,Y,42,S,N,
111817062,11/18/2017,Piper's Creek,795,R,L,Ch,-,,,A,F,-,-,Unk,-,Redd
111817063,11/18/2017,Piper's Creek,800,F,D,Ch,31.0x6.0,,,A,M,Y,96,S,Y/S,
111817064,11/18/2017,Piper's Creek,810,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817065,11/18/2017,Piper's Creek,810,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817066,11/18/2017,Piper's Creek,810,F,L,Ch,-,,,A,M,-,-,Unk,,
111817067,11/18/2017,Piper's Creek,810,F,L,Ch,-,,,A,M,-,-,Unk,,
111817068,11/18/2017,Piper's Creek,810,F,D,Ch,30.5x7.0,,,A,M,Y,72,S,N,
111817069,11/18/2017,Piper's Creek,840,F,L,Ch,-,,,A,M,-,-,Unk,,
111817070,11/18/2017,Piper's Creek,840,F,L,Ch,-,,,A,M,-,-,Unk,,
111817071,11/18/2017,Piper's Creek,840,F,L,Ch,-,,,A,F,-,-,Unk,,
111817072,11/18/2017,Piper's Creek,840,F,L,Ch,-,,,A,F,-,-,Unk,,
111817073,11/18/2017,Piper's Creek,850,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817074,11/18/2017,Piper's Creek,860,F,D,Ch,30.0x6.5,,,A,M,Y,48,S,Y/S,
111817075,11/18/2017,Piper's Creek,900,F,D,Ch,26.0x4.5,,,A,F,Y,48,S,Y/S,
111817076,11/18/2017,Piper's Creek,920,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817077,11/18/2017,Piper's Creek,920,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817078,11/18/2017,Piper's Creek,920,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817079,11/18/2017,Piper's Creek,920,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817080,11/18/2017,Piper's Creek,920,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817081,11/18/2017,Piper's Creek,920,F,L,Co,-,,,Jack?,-,-,-,Unk,-,
111817082,11/18/2017,Piper's Creek,925,F,D,Co,26.0x5.0,,,A,M,N,48,S,N,
111817083,11/18/2017,Piper's Creek,975,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817084,11/18/2017,Piper's Creek,975,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817085,11/18/2017,Piper's Creek,975,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817086,11/18/2017,Piper's Creek,975,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817087,11/18/2017,Piper's Creek,1000,F,D,Ch,28.0x5.5,,,A,F,Y,48,S,Y/S,
111817088,11/18/2017,Piper's Creek,1025,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817089,11/18/2017,Piper's Creek,1025,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817090,11/18/2017,Piper's Creek,1025,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817091,11/18/2017,Piper's Creek,1025,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817092,11/18/2017,Piper's Creek,1025,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817093,11/18/2017,Piper's Creek,1100,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817094,11/18/2017,Piper's Creek,1100,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817095,11/18/2017,Piper's Creek,1100,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817096,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,U,-,-,Unk,-,
111817097,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,U,-,-,Unk,-,
111817098,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,U,-,-,Unk,-,
111817099,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,U,-,-,Unk,-,
111817100,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,U,-,-,Unk,-,
111817101,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,U,-,-,Unk,-,
111817102,11/18/2017,Piper's Creek,1150,F,D,Ch,27.0x4.5,,,A,F,Y,72,P,Y/S,
111817103,11/18/2017,Piper's Creek,1150,F,D,Co,13.0x3.0,,,Jack?,M,N,24,Uns,N,
111817104,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817105,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817106,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817107,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817108,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817109,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817110,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817111,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817112,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817113,11/18/2017,Piper's Creek,1150,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817114,11/18/2017,Piper's Creek,1175,R,L,Ch,-,,,A,M,-,-,Unk,-,
111817115,11/18/2017,Piper's Creek,1175,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817116,11/18/2017,Piper's Creek,1175,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817117,11/18/2017,Piper's Creek,1175,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817118,11/18/2017,Piper's Creek,1175,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817119,11/18/2017,Piper's Creek,1175,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817120,11/18/2017,Piper's Creek,1175,F,D,Ch,27.0x6.0,,,A,F,Y,48,S,Y/S,
111817121,11/18/2017,Piper's Creek,1175,F,D,Ch,31.0x7.5,,,A,M,Y,12,Uns,Y/S,
111817122,11/18/2017,Piper's Creek,1300,F,D,Ch,29.0x4.5,,,A,U,Y,96,S,Y/S,
111817123,11/18/2017,Piper's Creek,1350,F,D,Ch,27.0x4.5,,,A,M,Y,48,P,N,
111817124,11/18/2017,Piper's Creek,1375,F,L,Ch,-,,,A,F,-,-,Unk,-,
111817125,11/18/2017,Piper's Creek,1375,F,L,Ch,-,,,A,U,-,-,Unk,-,
111817126,11/18/2017,Piper's Creek,1400,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817127,11/18/2017,Piper's Creek,1400,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817128,11/18/2017,Piper's Creek,1400,F,L,Ch,-,,,A,M,-,-,Unk,-,
111817129,11/18/2017,Piper's Creek,1400,F,L,Ch,-,,,A,F,-,-,Unk,-,
