ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,title,Distance,Stream,Species,Sex,lat_Location,long_Location,accuracy_Location,UTM_Northing_Location,UTM_Easting_Location,UTM_Zone_Location,Notes,15_Photo,Type,Carcass_Location,Predation,Length_Inches,Width_Inches,Carcass_Age,Spawning_Success,Adipose_Fin,Activity
21a5a96b-1704-40dd-a7ea-a85e1483bdc2,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:49:35.333Z,2022-12-06T19:57:54.000Z,"575 Chum Dead",575,"Piper's Creek",Chum,Female,47.711516,-122.37709,4,5284425,546724,10T,,,Dead,"In creek","Eye loss",25,5,"Greater than 24 hours",Spawned,,
5f554a87-25f3-4f03-96e9-b57d37ff69c6,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:47:37.211Z,2022-12-06T19:57:52.000Z,"575 Chum Dead",575,"Piper's Creek",Chum,Male,47.711626,-122.377069,4,5284437,546726,10T,,,Dead,"In creek","Eye loss",27,5,"Greater than 24 hours",Spawned,,
3f2cd253-ded6-46e7-b81b-e8b4d059889a,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:45:10.114Z,2022-12-06T20:08:30.000Z,"1860 Chum Live",1860,"Piper's Creek",Chum,Female,47.710927,-122.372123,19,5284362,547097,10T,,,Live,,,,,,,,
d08df226-c5b9-4225-b670-9ad86cb16209,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:44:33.524Z,2022-12-06T19:57:56.000Z,"560 Chum Dead",560,"Piper's Creek",Chum,Male,47.71161,-122.377129,10,5284435,546721,10T,,,Dead,"In creek","Eye loss",24,4,"Greater than 24 hours",Spawned,,
58cf54d9-9466-4b4e-81db-58b250459234,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:43:43.970Z,2022-12-06T19:58:07.000Z,"420 Chum Dead",420,"Piper's Creek",Chum,Male,47.711585,-122.37768,7,5284432,546680,10T,,,Dead,"In creek",No,27,6,"1-12 hours",Spawned,,
53c56466-7d1c-4f87-96fa-16c030f62d33,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:41:13.109Z,2022-12-06T19:57:50.000Z,"475 Chum Dead",475,"Piper's Creek",Chum,Female,47.711553,-122.377462,11,5284429,546696,10T,,,Dead,"In creek","Eye loss",25.5,5,"Greater than 24 hours",Spawned,,
8312355b-f82d-4564-b62d-795c79e1d49d,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:40:52.893Z,2022-12-06T20:08:28.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Female,47.710925,-122.372662,21,5284362,547057,10T,,,Live,,,,,,,,
e3094099-b26e-4d7c-a95d-5cfca8a8c18a,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:40:37.592Z,2022-12-06T20:08:18.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Female,47.711043,-122.372615,17,5284375,547060,10T,,,Live,,,,,,,,
9411eb96-04c6-4f79-ad16-65e434eca849,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:39:58.057Z,2022-12-06T20:08:16.000Z,"1660 Chum Live",1660,"Piper's Creek",Chum,Female,47.710883,-122.372915,27,5284357,547038,10T,,,Live,,,,,,,,
06d5fc4b-d65a-49e1-93fa-858fd32cd058,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:38:29.658Z,2022-12-06T20:08:14.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.710992,-122.373033,15,5284369,547029,10T,,,Live,,,,,,,,
986b040b-4cc6-4812-ac1d-996f007c4540,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:37:28.237Z,2022-12-06T20:08:09.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711095,-122.372869,5,5284380,547041,10T,,,Live,,,,,,,,
2d710c40-4cd3-45ae-8f63-87e1bef44769,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:37:08.149Z,2022-12-06T20:08:08.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Male,47.711128,-122.373011,5,5284384,547030,10T,,,Live,,,,,,,,
f53d86cd-822d-46b9-912d-f36c6c955912,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:36:47.863Z,2022-12-06T19:58:05.000Z,"425 Chum Dead",425,"Piper's Creek",Chum,Female,47.711701,-122.377837,7,5284445,546668,10T,,,Dead,"In creek",No,23.5,4,"Greater than 24 hours",Spawned,,
a2009a16-68de-4159-be94-2bfa11fba7b6,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:36:35.563Z,2022-12-06T20:08:11.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Male,47.71119,-122.37301,5,5284391,547030,10T,,,Live,,,,,,,,
ba340cbc-6b0b-4a5c-9055-b5064986aca5,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:33:25.923Z,2022-12-10T05:43:56.000Z,"405 Chum Dead",405,"Piper's Creek",Chum,Male,47.711652,-122.377926,6,5284439,546661,10T,"09DEC2022 set type to dead based on carcass data provided",,Dead,"In creek",No,26.5,5.5,"Greater than 24 hours",Spawned,,
eeba968b-c357-429d-b31a-aabb3802d8ee,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:29:46.524Z,2022-12-06T20:08:05.000Z,"1410 Chum Live",1410,"Piper's Creek",Chum,Unknown,47.711062,-122.373638,6,5284376,546984,10T,,,Live,,,,,,,,
2a1e87de-b312-46a6-878d-e0768242c3e9,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:29:32.164Z,2022-12-06T20:08:03.000Z,"1410 Chum Live",1410,"Piper's Creek",Chum,Male,47.711089,-122.373586,21,5284379,546987,10T,,,Live,,,,,,,,
5a26bec1-752d-49e2-a085-fc5c81c7d1a4,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:29:16.131Z,2022-12-06T20:08:02.000Z,"1410 Chum Live",1410,"Piper's Creek",Chum,Female,47.711136,-122.373614,21,5284385,546985,10T,,,Live,,,,,,,,
ae11f0da-2624-48ff-974f-b9361a6cc071,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:26:14.474Z,2022-12-06T20:07:59.000Z,"1300 Chum Live",1300,"Piper's Creek",Chum,Female,47.711209,-122.373805,51,5284393,546971,10T,,,Live,,,,,,,,
903e80a5-172a-4f6c-b4d1-83bdabf6c0b3,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:24:49.235Z,2022-12-06T19:57:48.000Z,"345 Chum Dead",345,"Piper's Creek",Chum,Male,47.711754,-122.377944,4,5284451,546660,10T,,,Dead,"In creek",No,27,6,,Spawned,,
04c20a5d-82bf-43e0-b923-2cbcf6fbb508,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:20:48.032Z,2022-12-06T19:58:01.000Z,"275 Chum Dead",275,"Piper's Creek",Chum,Male,47.711683,-122.378288,6,5284442,546634,10T,,,Dead,"In creek",No,25,5.5,"12-24 hours",Spawned,,
f8d32c53-3193-458b-a844-b3ca1f465e64,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:20:22.883Z,2022-12-06T19:57:46.000Z,"300 Chum Dead",300,"Piper's Creek",Chum,Female,47.711785,-122.37821,4,5284454,546640,10T,,,Dead,"In creek",No,25,5,"Greater than 24 hours",Spawned,,
2760c4e1-45c0-45c6-89e0-b33d1ec81e08,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:15:41.855Z,2022-12-06T20:07:57.000Z,"1230 Chum Live",1230,"Piper's Creek",Chum,Female,47.711258,-122.374387,9,5284398,546927,10T,,,Live,,,,,,,,
ef16bf66-1880-459e-8f40-ccbd0d122f1a,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:15:00.331Z,2022-12-06T19:57:59.000Z,"195 Chum Dead",195,"Piper's Creek",Chum,Male,47.71177,-122.378745,4,5284452,546600,10T,,,Dead,"In creek",No,24.5,5,"Greater than 24 hours","Partially spawned",,
b82223c6-d56a-412d-a1ea-326716e7005c,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:12:33.628Z,2022-12-06T19:57:43.000Z,"190 Chum Dead",190,"Piper's Creek",Chum,Male,47.711713,-122.378631,7,5284446,546608,10T,,,Dead,"In creek",No,23,5,"Greater than 24 hours",Spawned,,
9d43d5e7-37be-4338-a4f8-87bf78affd2c,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:11:22.612Z,2022-12-06T20:07:55.000Z,"1070 Chum Live",1070,"Piper's Creek",Chum,Male,47.711402,-122.375223,19,5284413,546864,10T,,,Live,,,,,,,,
7f4d0bef-92df-4f9f-8b6e-7f156d2eacad,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:10:23.642Z,2022-12-06T20:07:53.000Z,"1050 Chum Live",1050,"Piper's Creek",Chum,Female,47.711441,-122.374974,20,5284418,546883,10T,,,Live,,,,,,,,
a09d1b80-5cee-4de8-a39b-5907257872d6,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:10:17.502Z,2022-12-06T19:57:57.000Z,"70 Chum Dead",70,"Piper's Creek",Chum,Male,47.711893,-122.379105,5,5284465,546573,10T,,,Dead,"In creek",No,24,5,"12-24 hours","Partially spawned",,
add54061-ae62-4ca3-8ee7-536c7944f36b,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:09:28.871Z,2022-12-06T19:57:41.000Z,"105 Chum Dead",105,"Piper's Creek",Chum,Female,47.711757,-122.378939,4,5284450,546585,10T,,,Dead,"In creek","Eye loss",23,5,"Greater than 24 hours",Spawned,,
7dd9cd24-d363-4a52-84a4-2221984afbad,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:08:21.036Z,2022-12-06T19:57:55.000Z,"70 Chum Dead",70,"Piper's Creek",Chum,Male,47.711868,-122.379079,5,5284463,546575,10T,,,Dead,"In creek",,27.5,6.5,"12-24 hours",Spawned,,
19ab47f2-c519-472b-a5e8-2ae17611f754,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T18:06:59.767Z,2022-12-06T19:57:39.000Z,"190 Chum Dead",190,"Piper's Creek",Chum,Female,47.711773,-122.37873,8,5284452,546601,10T,,,Dead,"In creek","Eye loss",22,5,"Greater than 24 hours",Spawned,,
2a81a37e-4923-4d52-bc7e-035dbabc05cb,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T17:57:32.801Z,2022-12-06T20:07:51.000Z,"700 Chum Live",700,"Piper's Creek",Chum,Female,47.711318,-122.376362,22,5284403,546779,10T,,,Live,,,,,,,,
3a377ab0-ea63-402b-99f8-fef1acfa0907,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T17:56:18.247Z,2022-12-06T19:57:53.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Female,47.711999,-122.379984,4,5284477,546507,10T,Beach,,Dead,"On creek bank",Yes,21,3.5,"Greater than 24 hours",Unknown,,
89e75743-7104-42fd-ad5e-cfb4e716f956,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T17:47:55.350Z,2022-12-06T19:57:51.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.71106,-122.38026,4,5284372,546487,10T,Beach,,Dead,"In creek",Yes,23.5,5,"Greater than 24 hours",Spawned,,
d731febc-f4ae-4a3f-92a4-92aa742cc206,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T17:43:56.966Z,2022-12-06T20:07:49.000Z,"350 Chum Live",350,"Piper's Creek",Chum,Unknown,47.711817,-122.377878,17,5284458,546665,10T,,,Live,,,,,,,,
d00bc1a3-8cf4-4dce-91cf-55188b924c75,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T17:42:37.819Z,2022-12-06T20:07:46.000Z,"310 Chum Live",310,"Piper's Creek",Chum,Female,47.711806,-122.378249,11,5284456,546637,10T,,,Live,,,,,,,,
af813250-e382-426f-ac33-0cf5e3ac7866,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T17:42:21.158Z,2022-12-06T19:57:47.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.711678,-122.38034,4,5284441,546480,10T,Beach,,Dead,"In creek",Yes,26.5,6,"Greater than 24 hours",Spawned,,
ae439b82-3640-4259-8644-47690a610273,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T17:42:10.617Z,2022-12-06T19:57:35.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.711953,-122.379794,6,5284472,546521,10T,Beach,,Dead,"In creek",No,23,5,"12-24 hours",Spawned,,
fa106557-d6f9-426b-ac55-5b17270a3cee,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T17:40:31.696Z,2022-12-06T19:57:32.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.71185,-122.380034,4,5284460,546503,10T,Beach,,Dead,"In creek","Eye loss",26.5,6,"12-24 hours",Spawned,,
0c4ae35d-1d69-4af3-a0a2-a6f6e7235441,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T17:40:15.957Z,2022-12-06T19:57:49.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.711679,-122.380324,4,5284441,546481,10T,Beach,,Dead,"On creek bank",Yes,27,5,"Greater than 24 hours",Unknown,,
e937366f-f4fb-4f43-90a5-5489f24f025a,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T17:37:28.928Z,2022-12-06T20:07:44.000Z,"200 Chum Live",200,"Piper's Creek",Chum,Unknown,47.711991,-122.378611,18,5284477,546610,10T,,,Live,,,,,,,,
6287b93c-9df7-4f39-9f0d-9c26ca3ff744,4bc8f039-3806-4098-aa85-79d145b56cf3,2022-12-06T17:31:35.462Z,2022-12-06T20:07:42.000Z,"60 Chum Live",60,"Piper's Creek",Chum,Male,47.711996,-122.379053,8,5284477,546576,10T,,,Live,,,,,,,,
65f01a33-4708-45f9-b921-d1f1040842c0,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-04T03:20:49.985Z,2022-12-04T03:20:53.000Z,"1870 Chum Live",1870,"Piper's Creek",Chum,Male,47.711027,-122.372163,5,5284373,547094,10T,"Bulk upload 1 of 1 males SLF 03DEC2022",,Live,,,,,,,,
d13fbdda-1baa-406f-a5dc-a8a011c923ff,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-04T03:20:49.985Z,2022-12-04T03:20:52.000Z,"1870 Chum Live",1870,"Piper's Creek",Chum,Female,47.711008,-122.372157,6,5284371,547095,10T,"Bulk upload 3 of 3 females SLF 03DEC2022",,Live,,,,,,,,
5d14ba31-9fe4-4680-938d-5abd15ba8e2f,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-04T03:20:49.985Z,2022-12-04T03:20:51.000Z,"1870 Chum Live",1870,"Piper's Creek",Chum,Female,47.711008,-122.372157,6,5284371,547095,10T,"Bulk upload 2 of 3 females SLF 03DEC2022",,Live,,,,,,,,
95917417-6cb9-4783-978f-cec099814d47,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T20:05:52.747Z,2022-12-03T22:50:42.000Z,"430 Chum Dead",430,"Venema Creek",Chum,Female,47.711886,-122.370839,8,5284470,547193,10T,,,Dead,"In creek","Eye loss",24,4,"Greater than 24 hours",Spawned,,
db0a66ba-8684-4ef8-afc0-3544871f6d46,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T20:05:46.303Z,2022-12-03T20:07:18.000Z,"365 Chum Dead",365,"Venema Creek",Chum,Male,47.711779,-122.371151,5,5284457,547169,10T,,,Dead,"In creek",No,26,6,"Greater than 24 hours",Spawned,No,
df62a468-3168-4848-b23a-3ff00fe2da52,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T20:04:52.077Z,2022-12-03T20:07:15.000Z,"350 Chum Dead",350,"Venema Creek",Chum,Male,47.711718,-122.371224,20,5284451,547164,10T,,,Dead,"In creek","Eye loss",22.5,4.5,"12-24 hours",Spawned,No,
41e5cdf3-525a-4c09-b387-08d54e1142a7,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T20:04:45.524Z,2022-12-03T22:50:40.000Z,"450 Chum Dead",450,"Venema Creek",Chum,Male,47.711912,-122.370905,6,5284472,547188,10T,,,Dead,"In creek",No,25,5,"12-24 hours","Partially spawned",,
f2be1dcb-bfc0-4e2f-9a1a-5b19986c5199,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T20:02:52.382Z,2022-12-03T20:39:38.000Z,"340 Chum Dead",340,"Venema Creek",Chum,Unknown,47.711644,-122.371141,8,5284442,547170,10T,,,Dead,"In creek",Yes,25,6,"Greater than 24 hours",Unknown,,
ddd63072-20a9-46b0-a493-1ce1beeaf420,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T20:02:18.420Z,2022-12-03T22:50:38.000Z,"475 Chum Dead",475,"Venema Creek",Chum,Female,47.712097,-122.37085,7,5284493,547192,10T,,,Dead,"In creek",No,23,4,"12-24 hours",Spawned,,
55a8c3e2-2447-408c-ad8d-fa8dabc69978,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T20:01:36.093Z,2022-12-03T20:07:13.000Z,"310 Chum Dead",310,"Venema Creek",Chum,Male,47.711651,-122.371304,17,5284443,547158,10T,,,Dead,"In creek","Eye loss",23.5,5,"Greater than 24 hours",Unspawned,No,
052a806c-8491-438d-851d-70bc95c37416,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:58:57.987Z,2022-12-03T20:07:11.000Z,"230 Chum Dead",230,"Venema Creek",Chum,Male,47.711516,-122.371615,11,5284428,547135,10T,,,Dead,"In creek","Eye loss",21,4.5,"1-12 hours",Spawned,,
cd68c27f-3d12-49bd-b78d-a44462b22058,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:56:00.554Z,2022-12-03T20:07:09.000Z,"100 Chum Dead",100,"Venema Creek",Chum,Female,47.711225,-122.371759,14,5284396,547124,10T,,,Dead,"In creek","Eye loss",23,4.5,"Greater than 24 hours","Partially spawned",No,
d2205a97-014c-4079-9e69-f3c9116cab3d,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:51:43.933Z,2022-12-03T20:07:06.000Z,"1900 Chum Dead",1900,"Piper's Creek",Chum,Female,47.710943,-122.372012,15,5284364,547106,10T,,,Dead,"In creek","Eye loss",22,5,"Greater than 24 hours","Partially spawned",No,
44b00523-bbd5-4e54-b389-38750c9dba24,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:51:08.802Z,2022-12-03T22:50:37.000Z,"390 Chum Live",390,"Venema Creek",Chum,Female,47.711751,-122.371054,6,5284454,547177,10T,,,Live,,,,,,,,
2e242d0c-9ac0-4c41-aa97-b4eb0bc11428,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:50:33.712Z,2022-12-03T20:07:05.000Z,"1890 Chum Dead",1890,"Piper's Creek",Chum,Male,47.710923,-122.372112,5,5284362,547098,10T,,,Dead,"In creek","Eye loss",24.5,5,"Greater than 24 hours",Unspawned,No,
dd24a72e-f9d0-4ab9-a5ec-214d60d18340,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:49:22.147Z,2022-12-03T20:39:36.000Z,"1850 Chum Dead",1850,"Piper's Creek",Chum,Female,47.710945,-122.37219,12,5284364,547092,10T,"Super heavy predation with loss of 75% of the body. Freshly predating",,Dead,"In creek",Yes,0,0,"Less than 1 hour",Unknown,,
b2a4515e-09c6-4e9b-b4de-d2d1f1340122,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:48:44.656Z,2022-12-03T20:07:01.000Z,"1840 Chum Dead",1840,"Piper's Creek",Chum,Male,47.710898,-122.372239,5,5284359,547089,10T,,,Dead,"In creek","Eye loss",27,7,"Greater than 24 hours",Spawned,No,
78031ad5-8346-4d7c-af20-de048b18a7ac,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:45:49.038Z,2022-12-03T20:39:35.000Z,"1750 Chum Dead",1750,"Piper's Creek",Chum,Male,47.711077,-122.37254,7,5284379,547066,10T,,,Dead,"In creek",No,26.5,6,"Greater than 24 hours",Spawned,,
2afd251b-98b1-4d41-bb1a-7e6e7fac50e6,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:45:30.035Z,2022-12-03T20:06:59.000Z,"1750 Chum Dead",1750,"Piper's Creek",Chum,Male,47.711116,-122.372528,10,5284383,547067,10T,,,Dead,"In creek","Eye loss",21.5,5.5,"Greater than 24 hours","Partially spawned",No,
ed61fe29-3b45-4906-80b8-6e3cc743ea5b,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:44:40.383Z,2022-12-03T20:39:33.000Z,"1725 Chum Dead",1725,"Piper's Creek",Chum,Female,47.71111,-122.372685,7,5284382,547055,10T,,,Dead,"In creek",No,26,5,"12-24 hours",Spawned,,
70a3f1ef-e852-4940-8b50-52be1894e13f,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:43:12.025Z,2022-12-03T20:06:55.000Z,"1750 Chum Dead",1750,"Piper's Creek",Chum,Male,47.71139,-122.372619,21,5284413,547060,10T,,,Dead,"In creek","Eye loss",23,4,"Greater than 24 hours",Spawned,No,
a14c3f45-59d6-43c2-9e5f-def1e3512596,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:42:57.289Z,2022-12-03T20:39:31.000Z,"1700 Chum Dead",1700,"Piper's Creek",Chum,Female,47.711137,-122.372713,8,5284385,547053,10T,,,Dead,"In creek","Eye loss",22.5,5,"Greater than 24 hours",Spawned,,
ee54fc42-1561-4369-8bdd-9325b3129c94,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:42:08.772Z,2022-12-03T20:06:53.000Z,"1730 Chum Dead",1730,"Piper's Creek",Chum,Male,47.711312,-122.372553,22,5284405,547065,10T,,,Dead,"In creek","Eye loss",25.5,5.5,"Greater than 24 hours",Spawned,No,
7f7ec4e3-f310-4225-aa3b-930807198f3b,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:40:51.672Z,2022-12-03T20:39:29.000Z,"1600 Chum Dead",1600,"Piper's Creek",Chum,Female,47.711097,-122.373043,14,5284381,547028,10T,,,Dead,"In creek",No,22,5,"Greater than 24 hours",Spawned,,
7fe612b7-e74e-4b0f-b05f-4f0e2252671f,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:40:01.939Z,2022-12-03T20:39:27.000Z,"1600 Chum Dead",1600,"Piper's Creek",Chum,Male,47.711095,-122.372982,9,5284380,547033,10T,,,Dead,"In creek","Eye loss",24.5,6,"12-24 hours","Partially spawned",,
3d9b08d8-19f7-43fd-8d77-c5529cc58c03,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:38:17.543Z,2022-12-03T20:06:52.000Z,"1575 Chum Dead",1575,"Piper's Creek",Chum,Male,47.711274,-122.373335,13,5284400,547006,10T,,,Dead,"In creek","Eye loss",25.5,6.5,"12-24 hours",Spawned,No,
4b825e36-a9dc-460c-a0ea-82d2990714c0,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:37:54,2022-12-10T05:33:04.000Z,"1575 Chum Dead",1575,"Piper's Creek",Chum,Female,47.711184,-122.373353,7,5284390,547005,10T,"SLF 09DEC2022 converted entry to Chum based on lack of adipose data. Screen calibration issue caused accidental Coho selection",,Dead,"In creek","Eye loss",22,4.5,,Spawned,,
a940730a-a022-4e49-80dd-621f472bf23b,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:37:16,2022-12-10T05:33:03.000Z,"1550 Chum Dead",1550,"Piper's Creek",Chum,Female,47.71123,-122.373317,4,5284395,547007,10T,"SLF 09DEC2022 converted entry to Chum based on lack of adipose data. Screen calibration issue caused accidental Coho selection",,Dead,"In creek","Eye loss",22,5,"Greater than 24 hours",Unspawned,,
2cff012a-6f66-43cc-b676-55e2e07568c1,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:35:41.639Z,2022-12-03T20:39:22.000Z,"1500 Chum Dead",1500,"Piper's Creek",Chum,Female,,,,,,,,,Dead,"In creek","Eye loss",23.5,5,"Greater than 24 hours","Partially spawned",,
e8084838-a475-4c71-bb4f-a273afc94228,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:34:57.744Z,2022-12-03T20:39:20.000Z,"1500 Chum Dead",1500,"Piper's Creek",Chum,Female,47.711208,-122.373595,6,5284393,546987,10T,,,Dead,"In creek",No,22.5,5,"Greater than 24 hours",Spawned,,
1a7dbe84-30aa-45c1-b5c6-0dcee86c3ca3,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:34:51.071Z,2022-12-03T20:06:48.000Z,"1500 Chum Dead",1500,"Piper's Creek",Chum,Female,47.711261,-122.373876,76,5284398,546965,10T,,,Dead,"In creek",No,22.5,4.5,"Greater than 24 hours",Spawned,,
c330e975-e796-463a-86cb-92fe296e25f8,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:34:50.222Z,2022-12-03T22:50:35.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Unknown,47.710949,-122.372011,10,5284365,547106,10T,,,Live,,,,,,,,
3f50979a-698b-4c95-9807-3c94470e109f,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:34:23,2022-12-10T05:33:02.000Z,"1500 Chum Dead",1500,"Piper's Creek",Chum,Female,47.711208,-122.373598,7,5284393,546986,10T,"SLF 09DEC2022 converted entry to Chum based on lack of adipose data. Screen calibration issue caused accidental Coho selection",,Dead,"In creek",No,23,4.5,"Greater than 24 hours",Spawned,,
3194a537-4a32-43b0-aecf-398f49755775,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:33:43.381Z,2022-12-03T22:50:33.000Z,"1895 Chum Live",1895,"Piper's Creek",Chum,Male,47.710891,-122.372009,6,5284358,547106,10T,,,Live,,,,,,,,
93e125b1-b555-4e94-9f73-5e040a376b08,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:32:53.929Z,2022-12-03T20:39:16.000Z,"1465 Chum Dead",1465,"Piper's Creek",Chum,Female,47.711208,-122.373615,10,5284393,546985,10T,,,Dead,"In creek",No,22.5,4.5,"Greater than 24 hours",Spawned,,
1f8f10fd-03e4-4252-afab-4c75716f45f8,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:32:52.750Z,2022-12-03T22:50:31.000Z,"1895 Chum Live",1895,"Piper's Creek",Chum,Female,47.710906,-122.372001,6,5284360,547106,10T,,,Live,,,,,,,,
e31a9642-3d51-43c7-8011-ab32ccf19f3c,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:32:28.056Z,2022-12-03T20:06:46.000Z,"1470 Chum Dead",1470,"Piper's Creek",Chum,Female,47.711332,-122.373549,5,5284406,546990,10T,,,Dead,"In creek","Eye loss",25.5,6,"Greater than 24 hours",Unspawned,No,
db64d8d6-afa5-4c50-86e0-513ca91915b0,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:31:43.436Z,2022-12-03T20:39:14.000Z,"1465 Chum Dead",1465,"Piper's Creek",Chum,Female,,,,,,,,,Dead,"In creek","Eye loss",23.5,5,"Greater than 24 hours",Spawned,,
c5fdb0f0-018b-4b5a-9b84-d11455f009d5,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T19:31:12.221Z,2022-12-03T22:50:29.000Z,"1885 Chum Live",1885,"Piper's Creek",Chum,Male,47.710926,-122.372109,5,5284362,547098,10T,,,Live,,,,,,,,
